run_id,epoch,step_in_epoch,global_step,train_loss,train_ppl,grad_norm,grad_over_clip,would_clip,step_ms,tokens_per_sec,max_rss_kb,bad_loss
1774027413,1,201,201,2.533527,12.597857,0.958139,0.958139,0,1709.470,4792.129,50764,0
1774027413,1,202,202,2.578586,13.178486,1.719209,1.719209,1,1714.941,4776.840,50764,0
1774027413,1,203,203,2.584705,13.259381,0.619932,0.619932,0,1700.919,4816.219,50764,0
1774027413,1,204,204,2.599267,13.453879,2.037134,2.037134,1,1725.224,4748.370,50764,0
1774027413,1,205,205,2.570565,13.073212,0.978180,0.978180,0,1725.748,4746.926,50764,0
1774027413,1,206,206,2.557669,12.905695,2.640946,2.640946,1,1713.751,4780.158,50764,0
1774027413,1,207,207,2.532470,12.584552,1.961339,1.961339,1,1716.387,4772.815,50764,0
1774027413,1,208,208,2.551237,12.822961,1.853455,1.853455,1,1790.951,4574.106,50764,0
1774027413,1,209,209,2.589101,13.317791,1.592045,1.592045,1,1722.202,4756.702,50764,0
1774027413,1,210,210,2.558010,12.910099,2.721927,2.721927,1,1705.052,4804.547,50764,0
1774027413,1,211,211,2.561162,12.950864,1.729825,1.729825,1,1723.640,4752.734,50764,0
1774027413,1,212,212,2.577161,13.159729,2.358958,2.358958,1,1708.347,4795.280,50764,0
1774027413,1,213,213,2.525882,12.501917,1.920951,1.920951,1,1699.467,4820.334,50764,0
1774027413,1,214,214,2.568870,13.051063,1.844900,1.844900,1,1714.255,4778.751,50764,0
1774027413,1,215,215,2.524987,12.490726,1.840306,1.840306,1,1732.233,4729.155,50764,0
1774027413,1,216,216,2.591999,13.356439,1.524857,1.524857,1,1715.021,4776.617,50764,0
1774027413,1,217,217,2.548524,12.788213,1.000172,1.000172,1,1719.249,4764.871,50764,0
1774027413,1,218,218,2.520929,12.440144,2.173016,2.173016,1,1868.703,4383.790,50764,0
1774027413,1,219,219,2.541658,12.700716,1.680014,1.680014,1,1732.208,4729.225,50764,0
1774027413,1,220,220,2.561481,12.954989,1.215026,1.215026,1,1715.407,4775.543,50764,0
1774027413,1,221,221,2.571408,13.084229,2.080166,2.080166,1,1709.252,4792.741,50764,0
1774027413,1,222,222,2.527417,12.521128,1.505291,1.505291,1,1769.257,4630.193,50764,0
1774027413,1,223,223,2.551853,12.830859,1.557908,1.557908,1,1757.376,4661.495,50764,0
1774027413,1,224,224,2.517188,12.393701,0.991380,0.991380,0,1721.527,4758.565,50764,0
1774027413,1,225,225,2.572101,13.093300,1.004902,1.004902,1,1830.230,4475.941,50764,0
1774027413,1,226,226,2.551690,12.828761,1.939755,1.939755,1,1745.073,4694.358,50764,0
1774027413,1,227,227,2.545605,12.750939,0.958867,0.958867,0,1702.298,4812.318,50764,0
1774027413,1,228,228,2.539517,12.673547,1.992254,1.992254,1,1704.899,4804.976,50764,0
1774027413,1,229,229,2.593036,13.370305,1.398894,1.398894,1,1791.146,4573.608,50764,0
1774027413,1,230,230,2.541940,12.704299,0.876356,0.876356,0,1704.852,4805.108,50764,0
1774027413,1,231,231,2.567089,13.027846,1.660478,1.660478,1,1699.455,4820.370,50764,0
1774027413,1,232,232,2.530888,12.564653,1.087129,1.087129,1,1710.473,4789.317,50764,0
1774027413,1,233,233,2.592898,13.368459,2.014832,2.014832,1,1710.009,4790.618,50764,0
