run_id,epoch,steps_in_epoch,total_tokens,train_loss,train_ppl,train_eval_loss,train_eval_ppl,val_loss,val_ppl,grad_norm_last,grad_over_clip_last,would_clip_last,epoch_ms,step_ms_avg,tokens_per_sec,param_count,param_norm,update_norm,max_rss_kb,train_bytes,val_bytes
1774021636,1,1,8192,5.545245,256.017212,6.264089,525.362793,nan,nan,0.183683,0.183683,0,1372.896,1372.859,5966.951,497088,52.563725,0.046099,41204,1426,0
1774021636,2,1,8192,5.541455,255.048767,6.246770,516.342529,nan,nan,0.181719,0.181719,0,1470.712,1470.661,5570.089,497088,52.558517,0.043902,42344,1426,0
1774021636,3,1,8192,5.537683,254.088470,6.215804,500.598358,nan,nan,0.186999,0.186999,0,1659.812,1659.464,4935.497,497088,52.553360,0.043363,42344,1426,0
1774021636,4,1,8192,5.532571,252.792969,6.203223,494.339844,nan,nan,0.191148,0.191148,0,1539.921,1539.671,5319.753,497088,52.548237,0.042697,42344,1426,0
1774021636,5,1,8192,5.530809,252.347961,6.190421,488.051361,nan,nan,0.192332,0.192332,0,1518.533,1518.478,5394.679,497088,52.543148,0.042524,42344,1426,0
1774021636,6,1,8192,5.526706,251.314651,6.134440,461.480774,nan,nan,0.196710,0.196710,0,1516.977,1516.922,5400.215,497088,52.538082,0.042529,42344,1426,0
1774021636,7,1,8192,5.521871,250.102448,6.094320,443.332397,nan,nan,0.208618,0.208618,0,1568.760,1568.714,5221.959,497088,52.533043,0.042473,42344,1426,0
1774021636,8,1,8192,5.518606,249.287338,6.156682,471.859863,nan,nan,0.215238,0.215238,0,2137.574,2137.368,3832.381,497088,52.528023,0.042486,42344,1426,0
